logY Y P PoverSqrtY A AoverSqrtY
7.74673 2314 0.1592 0.003309 0.085737 0.001782
7.74846 2318 -0.0888 -0.001844 0.139986 0.002908
7.75061 2323 -0.1778 -0.003689 0.158967 0.003298
7.75234 2327 -0.2736 -0.005671 0.000575 0.000012
7.75405 2331 -0.4391 -0.009095 -0.198267 -0.004107
7.75620 2336 -0.3689 -0.007633 -0.013645 -0.000282
7.75791 2340 -0.0983 -0.002031 0.019314 0.000399
7.75961 2344 -0.1277 -0.002638 0.088186 0.001821
7.76174 2349 -0.0000 -0.000000 0.135424 0.002794
7.76345 2353 0.0687 0.001417 0.162956 0.003359
7.76514 2357 -0.1491 -0.003072 -0.031537 -0.000650
7.76726 2362 -0.2162 -0.004449 0.135885 0.002796
7.76896 2366 0.0795 0.001635 -0.049028 -0.001008
7.77107 2371 0.3538 0.007266 0.029927 0.000615
7.77275 2375 0.6909 0.014176 0.088402 0.001814
7.77444 2379 0.9188 0.018837 0.099132 0.002032
7.77654 2384 0.7168 0.014681 0.136301 0.002792
7.77821 2388 0.6864 0.014047 0.220836 0.004519
7.78030 2393 0.7261 0.014844 0.217484 0.004446
7.78197 2397 0.7637 0.015598 0.104455 0.002134
7.78406 2402 0.9600 0.019587 0.099491 0.002030
