u H off
16.05287 9368558 -0.229960
16.05512 9389653 -0.556087
16.05737 9410796 0.573531
16.05962 9431986 0.859044
16.06187 9453224 0.177451
16.06412 9474510 -0.331880
16.06636 9495844 0.282903
16.06861 9517225 0.027504
16.07086 9538655 -0.255865
16.07311 9560134 0.286771
16.07536 9581660 0.239703
16.07761 9603235 -0.156332
16.07986 9624859 0.199114
16.08211 9646531 -0.235966
16.08436 9668252 -0.530777
16.08661 9690022 -0.903797
16.08886 9711841 -0.235987
16.09111 9733709 -0.311118
16.09335 9755627 0.559181
16.09560 9777593 -0.377120
16.09785 9799609 -0.034516
16.10010 9821675 0.095004
16.10235 9843791 -0.167698
16.10460 9865956 0.772943
16.10685 9888171 -0.554895
16.10910 9910436 1.119210
16.11135 9932752 -0.724976
16.11360 9955117 0.425818
16.11585 9977533 -0.575359
16.11810 10000000 0.165303
