u w Y P_over_sqrtY rms16 mean16
25273 4.2148009 7.9135837 -0.187063 0.268102 -0.261793
25291 9.3436778 7.9079514 0.160783 0.141455 0.136348
25293 6.0028480 7.9073261 0.009162 0.089069 0.073106
25303 2.0003162 7.9042011 -0.061713 0.050552 0.001134
25309 2.0003161 7.9023272 -0.033738 0.185395 -0.143946
25321 2.0003160 7.8985822 -0.092090 0.077376 0.008046
25327 12.827857 7.8967110 0.111720 0.084685 0.034130
25329 6.0028439 7.8960875 0.012017 0.149250 -0.098161
25339 2.0003158 7.8929713 -0.154786 0.146071 -0.145187
25357 2.0003155 7.8873684 -0.039579 0.093085 -0.065809
25363 5.7896479 7.8855025 0.021280 0.083237 0.071388
25383 6.0028379 7.8792893 0.056467 0.054751 0.035577
25393 4.2993439 7.8761864 -0.209481 0.249079 -0.242231
25401 6.0028359 7.8737058 0.010366 0.069307 0.035086
25411 2.0003149 7.8706072 -0.110420 0.137116 -0.133690
25417 9.3436265 7.8687493 -0.022801 0.037119 -0.029263
25419 13.693737 7.8681301 -0.148609 0.110714 -0.068732
25423 2.0003147 7.8668922 -0.055354 0.126783 -0.115333
25437 13.222612 7.8625624 0.048751 0.070828 -0.037998
25441 15.228432 7.8613262 0.043650 0.125691 -0.071402
25447 2.0003144 7.8594726 0.054735 0.150423 0.137482
25453 2.0003144 7.8576199 -0.247102 0.232537 -0.227050
25459 9.3436095 7.8557681 -0.022900 0.066525 -0.060872
25471 2.0003141 7.8520671 -0.031905 0.083545 0.047676
25473 28.092639 7.8514506 -0.065947 0.037217 0.003275
25477 4.2809494 7.8502178 0.134190 0.134274 -0.001450
25501 9.3435926 7.8428297 -0.037452 0.054269 -0.052234
25513 4.6150228 7.8391408 0.273993 0.309691 0.307346
25527 13.176926 7.8348415 -0.113219 0.068146 -0.019525
25537 2.0003133 7.8317735 -0.002293 0.114119 -0.095576
25561 2.0003130 7.8244200 -0.075953 0.157455 -0.135006
25563 6.0028179 7.8238078 -0.190965 0.170875 -0.169837
25567 4.5109611 7.8225838 -0.155162 0.225284 -0.216241
25579 2.0003128 7.8189140 -0.028899 0.126523 -0.112224
25581 6.0028159 7.8183026 -0.073128 0.164020 -0.145401
25591 4.2078349 7.8152475 0.109632 0.091031 0.064725
25603 2.0003125 7.8115846 -0.087423 0.110093 -0.093264
25609 2.0003124 7.8097544 -0.160825 0.254755 -0.246648
25617 6.0028120 7.8073155 0.130902 0.116948 0.023146
25621 2.0003123 7.8060966 -0.155427 0.132472 -0.130879
25633 2.0003121 7.8024422 0.316231 0.204633 0.146310
25639 2.0003121 7.8006162 -0.151951 0.091095 -0.001832
25657 2.0003119 7.7951436 0.183252 0.163965 0.162366
25669 24.144856 7.7914995 0.045894 0.079987 0.078375
25671 13.502170 7.7908924 -0.089953 0.066678 -0.001050
25681 4.3217636 7.7878587 0.115976 0.164420 0.156673
25689 6.0028041 7.7854335 -0.112811 0.146330 -0.144558
25693 2.0003114 7.7842214 0.025571 0.182289 -0.131644
25699 4.6148597 7.7824040 -0.036688 0.082274 0.059121
25711 9.3435087 7.7787717 0.112016 0.091135 0.084663
25717 2.0003111 7.7769569 -0.045297 0.064257 -0.045655
25741 2.0003108 7.7697059 0.094784 0.146440 0.132626
25743 6.0027982 7.7691023 0.047158 0.131605 -0.064300
25747 2.0003108 7.7678953 0.176094 0.129742 0.097706
25753 27.349529 7.7660855 -0.131002 0.077703 -0.070063
25759 2.0003106 7.7642766 0.092322 0.078077 0.045447
25761 13.979650 7.7636738 -0.088138 0.146964 -0.141410
25771 2.0003105 7.7606612 0.023445 0.190237 -0.143864
25779 17.438864 7.7582528 0.017768 0.130758 0.113271
25797 6.0027923 7.7528395 0.037881 0.053327 0.051070
25801 2.0003101 7.7516375 -0.136581 0.160757 -0.157731
25819 2.0003099 7.7462334 -0.061779 0.189968 -0.172812
25831 5.7894324 7.7426348 -0.197185 0.147662 -0.144962
25833 13.121524 7.7420354 0.142328 0.168363 -0.058224
25837 9.3434590 7.7408368 0.169651 0.121214 0.114782
25843 4.4398059 7.7390396 -0.067283 0.120880 -0.116798
25849 2.0003095 7.7372432 -0.144487 0.085589 -0.044187
25851 28.091280 7.7366446 -0.039080 0.037519 0.021389
25867 2.0003093 7.7318591 -0.127428 0.081955 0.007779
25869 6.0027845 7.7312614 -0.262420 0.273277 -0.270217
25873 2.0003093 7.7300661 0.159449 0.115184 0.062340
25879 9.3434425 7.7282739 -0.068024 0.072545 -0.069502
25887 6.0027826 7.7258856 -0.177728 0.174382 -0.172259
25903 2.0003089 7.7211134 -0.070965 0.122878 -0.107730
25909 5.7893972 7.7193253 -0.096407 0.085736 -0.011488
25923 6.0027787 7.7151564 -0.143144 0.144374 -0.092452
25933 2.0003085 7.7121814 0.133900 0.124486 0.121319
25939 2.0003085 7.7103975 -0.031905 0.144925 -0.118821
25941 6.0027768 7.7098030 -0.032649 0.041989 -0.034881
25951 2.0003083 7.7068321 0.001500 0.069863 0.050743
25963 9.3434098 7.7032700 -0.146106 0.088207 -0.083587
25969 2.0003081 7.7014902 -0.027170 0.062217 -0.051013
25977 28.090835 7.6991185 0.091190 0.082796 0.077194
25981 2.0003080 7.6979331 -0.036296 0.110969 -0.082578
25987 5.7893623 7.6961558 0.048671 0.144658 -0.083322
25999 2.0003078 7.6926036 -0.135683 0.163118 -0.160658
26017 2.0003075 7.6872814 -0.249695 0.159503 -0.104602
26029 2.0003074 7.6837374 0.153064 0.148376 -0.030559
26031 6.0027672 7.6831470 -0.104238 0.065302 -0.024228
26041 2.0003073 7.6801966 -0.135950 0.130177 -0.128114
26049 15.334216 7.6778379 -0.004315 0.091717 0.072986
26053 2.0003071 7.6766591 -0.121397 0.124735 -0.121267
26067 6.0027634 7.6725362 0.065943 0.094817 -0.052490
26083 2.0003068 7.6678296 -0.070135 0.078395 -0.074643
26089 9.3433611 7.6660662 0.063665 0.047565 0.021522
26101 4.4395118 7.6625417 0.067495 0.130826 0.124111
26107 2.0003065 7.6607806 0.098906 0.162268 -0.082840
26113 2.0003064 7.6590204 -0.138015 0.213301 -0.203722
26119 2.0003063 7.6572610 -0.044119 0.055520 0.019728
26121 6.0027577 7.6566747 -0.120605 0.177522 -0.167090
26131 9.3433450 7.6537446 -0.157056 0.128430 -0.116133
26139 6.0027558 7.6514021 -0.101309 0.153958 -0.150420
26143 5.7892930 7.6502314 0.098557 0.126467 0.122381
26149 4.2648726 7.6484760 0.116356 0.121151 -0.019232
26157 6.0027539 7.6461368 -0.094863 0.103361 -0.032705
26161 2.0003058 7.6449677 -0.089476 0.064574 0.007213
26173 9.3433289 7.6414626 -0.199500 0.147674 -0.139412
26193 6.0027501 7.6356278 -0.066892 0.107820 -0.101534
26203 2.0003054 7.6327138 0.034222 0.084021 0.077410
26209 2.0003053 7.6309665 -0.211598 0.193332 -0.190517
26211 6.0027482 7.6303842 -0.112818 0.175582 -0.161990
26221 5.7892587 7.6274742 0.000428 0.087495 -0.071291
26227 2.0003051 7.6257292 0.041485 0.151085 0.133463
26229 28.089960 7.6251477 -0.141764 0.113085 -0.109638
26233 4.5102944 7.6239851 -0.235296 0.279868 -0.276228
26239 5.0813847 7.6222417 -0.026447 0.188312 -0.153619
26247 17.436971 7.6199185 -0.076597 0.155715 -0.137446
26251 2.0003048 7.6187574 -0.130250 0.176361 -0.172195
26263 2.0003047 7.6152762 0.215260 0.136478 0.067642
26269 4.2224633 7.6135369 -0.246300 0.147954 -0.094952
26283 6.0027407 7.6094814 -0.037794 0.073308 0.044395
26287 4.2345455 7.6083235 -0.175796 0.125995 -0.063293
26293 2.0003043 7.6065873 0.020335 0.041887 -0.018522
26317 2.0003040 7.5996504 -0.036082 0.180705 -0.149334
26319 13.975309 7.5990729 0.108164 0.095804 0.082854
26337 6.0027350 7.5938793 -0.124435 0.233844 -0.223118
26347 2.0003037 7.5909971 -0.224407 0.211183 -0.207596
26359 4.4392236 7.5875413 -0.131180 0.231684 -0.217812
26371 2.0003034 7.5840886 0.209020 0.218126 0.216221
26377 5.7891907 7.5823634 0.045023 0.074803 -0.046046
26383 9.3432492 7.5806390 -0.012893 0.038571 0.032826
26391 15.332462 7.5783411 -0.087852 0.125010 -0.122803
26407 2.0003030 7.5737494 -0.122354 0.247715 -0.233383
26409 6.0027276 7.5731758 0.121671 0.189509 0.184198
26413 4.3206151 7.5720289 -0.062678 0.068745 0.024294
26431 2.0003027 7.5668722 0.018465 0.075585 -0.041821
26437 2.0003027 7.5651549 -0.144925 0.094240 -0.048761
26443 4.6142302 7.5634383 -0.073515 0.197852 -0.181903
26449 2.0003025 7.5617226 0.047082 0.111422 -0.055883
26463 6.0027220 7.5577221 0.152842 0.135833 -0.016276
26467 24.129459 7.5565799 -0.122648 0.114618 -0.106717
26479 2.0003022 7.5531553 -0.075261 0.059302 -0.009009
26481 84.367981 7.5525849 0.065765 0.034365 0.021762
26497 2.0003020 7.5480243 -0.106528 0.088859 0.031049
26517 6.0027165 7.5423313 0.028704 0.071811 -0.044735
26539 2.0003015 7.5360790 0.220682 0.282982 0.278607
26551 9.3431864 7.5326730 -0.185442 0.132893 -0.126342
26557 2.0003013 7.5309711 0.101833 0.092327 -0.013032
26581 5.0811947 7.5241714 -0.074459 0.068107 -0.014173
26589 6.0027091 7.5219076 -0.179883 0.226456 -0.219324
26599 4.2972656 7.5190797 -0.135101 0.173294 -0.171488
26617 4.4389410 7.5139948 0.073527 0.096292 -0.016121
26623 4.2639439 7.5123014 0.042671 0.109943 0.084537
26629 4.6140784 7.5106087 -0.201414 0.177449 -0.176262
26641 2.0003003 7.5072257 -0.096413 0.164955 -0.159464
26647 2.0003003 7.5055353 -0.014869 0.099601 0.078286
26661 6.0027018 7.5015941 0.149496 0.186969 0.183781
26677 21.774921 7.4970949 -0.073620 0.090370 -0.087970
26679 6.0027000 7.4965329 -0.046811 0.068086 0.031477
26683 2.0002999 7.4954091 -0.041900 0.047002 -0.041253
26689 5.7890570 7.4937240 -0.140308 0.092851 -0.015830
26701 2.0002997 7.4903562 -0.115062 0.194913 -0.187241
26713 2.0002995 7.4869914 -0.042181 0.112218 -0.101898
26731 2.0002993 7.4819498 0.118653 0.152785 0.146553
26733 75.437037 7.4813900 0.073567 0.038683 0.028855
26737 2.0002993 7.4802708 -0.048264 0.158744 -0.138811
26751 13.681626 7.4763560 -0.000180 0.159778 -0.122881
26761 9.3431090 7.4735623 0.004004 0.050997 0.047262
26769 6.0026909 7.4713288 0.038660 0.076743 -0.038725
26779 4.3200645 7.4685388 -0.157383 0.246063 -0.237714
26787 6.0026891 7.4663083 0.034172 0.144934 0.128660
26791 4.2785164 7.4651935 -0.063045 0.052440 -0.001666
26797 4.2098896 7.4635220 -0.161783 0.182595 -0.179773
26821 2.0002983 7.4568435 0.051782 0.186736 -0.133828
26823 6.0026855 7.4562875 -0.023921 0.113766 -0.102961
26827 4.2056829 7.4551758 -0.019834 0.216611 -0.180675
26833 2.0002982 7.4535087 -0.081309 0.077717 -0.016558
26839 2.0002981 7.4518425 -0.046990 0.043283 -0.036154
26859 28.087843 7.4462936 -0.162659 0.141834 -0.129506
26863 2.0002979 7.4451848 -0.014194 0.203977 -0.168230
26869 4.2331718 7.4435223 0.055940 0.186614 -0.128273
26881 2.0002977 7.4401994 0.282374 0.158813 0.111078
26893 2.0002975 7.4368795 -0.215883 0.195496 -0.192119
26899 4.5096609 7.4352206 -0.046531 0.050032 0.022917
26913 6.0026765 7.4313529 -0.039817 0.072775 0.039886
26923 15.194638 7.4285927 -0.011139 0.072901 -0.063266
26929 9.3430480 7.4269375 0.077936 0.079583 0.076986
26947 2.0002969 7.4219765 0.110897 0.182646 -0.092484
26949 17.434255 7.4214257 -0.015438 0.079805 -0.071055
26953 2.0002969 7.4203243 -0.128858 0.224390 -0.211411
26959 2.0002968 7.4186728 0.152686 0.186638 0.180903
26971 9.3430328 7.4153721 -0.125439 0.097987 -0.093807
27001 14.109870 7.4071331 0.021874 0.093832 0.080993
27003 6.0026676 7.4065845 0.135173 0.146951 -0.039631
27021 6.0026658 7.4016506 0.080911 0.053106 0.029836
27031 2.0002960 7.3989124 -0.178390 0.228650 -0.221962
27037 5.0809490 7.3972704 0.097934 0.138583 -0.058775
27039 6.0026640 7.3967233 -0.024092 0.071410 0.012278
27043 2.0002959 7.3956292 0.055014 0.126207 0.116553
27061 2.0002957 7.3907099 -0.079461 0.133224 -0.128443
27067 2.0002956 7.3890716 -0.207540 0.141256 -0.081452
27073 2.0002955 7.3874340 0.117997 0.107302 0.002260
27079 5.7888942 7.3857971 0.022288 0.104489 -0.065721
27091 2.0002953 7.3825256 -0.138025 0.183708 -0.180969
27103 2.0002952 7.3792569 -0.068233 0.105003 -0.100862
27109 2.0002951 7.3776237 -0.061925 0.091494 0.044596
27111 28.087024 7.3770794 0.197034 0.164804 0.156268
27121 4.5094567 7.3743594 -0.083500 0.169569 -0.153242
27127 2.0002950 7.3727283 -0.072497 0.064654 0.001153
27129 6.0026552 7.3721847 0.073408 0.168602 -0.107313
27133 4.4383920 7.3710979 -0.067977 0.119684 -0.113942
27139 9.3429727 7.3694683 0.068533 0.040925 -0.011729
27147 6.0026534 7.3672966 0.161090 0.111355 0.070085
27151 5.0808889 7.3662112 0.161981 0.200971 0.197751
27157 5.7888622 7.3645837 -0.151005 0.201082 -0.193152
27187 4.6136354 7.3564571 0.133288 0.087690 -0.013047
27201 6.0026481 7.3526709 -0.063410 0.125418 -0.120616
27211 2.0002940 7.3499688 0.024879 0.070237 0.057033
27219 13.486436 7.3478085 -0.119684 0.176689 -0.164564
27223 9.3429429 7.3467289 0.044702 0.019790 0.017730
27229 4.2777581 7.3451100 0.229999 0.159388 0.132153
27237 28.086620 7.3429526 -0.134461 0.087628 -0.083826
27241 2.0002937 7.3418744 0.090193 0.114586 -0.037145
27253 2.0002936 7.3386416 -0.036759 0.062091 0.011127
27259 2.0002935 7.3370263 -0.005235 0.085831 -0.068673
27271 2.0002934 7.3337978 0.032261 0.063850 -0.023440
27273 6.0026411 7.3332600 -0.190857 0.190675 -0.187794
27277 2.0002933 7.3321846 0.106326 0.138803 0.131836
27283 2.0002933 7.3305722 -0.109540 0.228145 -0.212522
27309 6.0026377 7.3235930 -0.223490 0.139970 -0.084554
27327 6.0026359 7.3187690 -0.085131 0.121182 -0.119599
27331 4.2016988 7.3176979 -0.081128 0.192821 -0.173349
27337 2.0002927 7.3160917 0.109157 0.139618 0.136779
27343 4.5092558 7.3144863 -0.012093 0.095687 -0.084878
27349 9.3428986 7.3128816 -0.063829 0.034876 -0.031099
27361 2.0002924 7.3096744 -0.012135 0.054830 0.023777
27363 28.086220 7.3091401 0.037054 0.030974 -0.006780
27367 2.0002924 7.3080718 -0.012164 0.189778 -0.156626
27373 4.6134918 7.3064699 -0.062452 0.209160 -0.184710
27381 6.0026307 7.3043351 0.097344 0.130319 -0.044199
27397 2.0002920 7.3000694 0.073575 0.048410 0.003910
27399 6.0026290 7.2995365 0.010923 0.125194 -0.106872
27403 4.2959828 7.2984710 -0.107944 0.083377 -0.025090
27409 2.0002919 7.2968733 -0.002226 0.200190 -0.161237
27417 49.233670 7.2947441 -0.050706 0.083454 0.046109
27427 2.0002917 7.2920844 -0.067588 0.080525 -0.072103
27433 9.3428693 7.2904896 0.060632 0.044333 0.036408
27451 4.2318572 7.2857091 -0.008263 0.159697 -0.127863
27453 6.0026238 7.2851783 0.133306 0.098423 0.038390
27457 2.0002914 7.2841170 -0.157328 0.221136 -0.215150
27469 5.7887361 7.2809349 -0.009966 0.085951 -0.076203
27471 6.0026221 7.2804048 0.048971 0.188814 -0.138745
27481 2.0002912 7.2777555 -0.255352 0.228015 -0.221816
27487 2.0002911 7.2761669 -0.060196 0.050467 0.003190
27493 5.0807115 7.2745790 0.028519 0.171689 -0.125240
27517 9.3428402 7.2682342 -0.030684 0.038479 -0.037238
27529 2.0002906 7.2650659 -0.015553 0.066695 0.048125
27541 2.0002905 7.2619004 -0.053617 0.113482 -0.096300
27543 6.0026152 7.2613731 -0.192866 0.134017 -0.080935
27559 22.129078 7.2571574 -0.212671 0.146464 -0.131658
27561 6.0026135 7.2566307 -0.196309 0.128269 -0.069030
27571 4.2621836 7.2539988 -0.028606 0.066005 0.045191
27583 2.0002901 7.2508429 0.075944 0.153149 -0.092212
27597 6.0026101 7.2471645 -0.093396 0.205878 -0.187603
27601 9.3428112 7.2461143 -0.030160 0.027182 -0.026421
27607 5.0806533 7.2445394 -0.030251 0.100954 -0.093102
27631 2.0002896 7.2382469 0.223881 0.244797 0.240814
27633 13.191550 7.2377230 -0.132195 0.240118 -0.226580
27649 4.4378636 7.2335347 0.007145 0.057401 -0.039473
27651 17.431678 7.2330115 -0.146246 0.130510 -0.128888
27661 4.2030009 7.2303966 -0.047761 0.170773 -0.150450
27667 4.2770242 7.2288286 -0.002477 0.144295 -0.113327
27673 2.0002891 7.2272612 -0.141009 0.092502 -0.036087
27691 2.0002889 7.2225633 -0.263808 0.227650 -0.221508
27697 2.0002889 7.2209987 0.382325 0.340178 0.335209
27703 5.7886434 7.2194347 0.067764 0.142685 -0.087746
27721 5.0805956 7.2147469 0.070519 0.081124 -0.046066
27723 6.0025982 7.2142265 0.097835 0.096878 -0.012180
27733 2.0002885 7.2116251 -0.164645 0.189503 -0.186307
27739 2.0002884 7.2100653 -0.051519 0.068451 0.035612
27741 28.085042 7.2095454 -0.100641 0.106746 -0.101699
27751 2.0002883 7.2069475 -0.258631 0.280865 -0.275911
27759 15.325880 7.2048705 -0.095817 0.213828 -0.199058
27763 2.0002882 7.2038324 0.023224 0.058783 -0.037341
27769 9.3427538 7.2022759 -0.199955 0.152610 -0.140224
27781 5.7886128 7.1991649 -0.055371 0.066633 0.014620
27787 4.5088637 7.1976104 0.027582 0.084400 -0.045323
27793 2.0002879 7.1960566 -0.008735 0.142988 -0.119627
27799 2.0002878 7.1945034 -0.028045 0.057087 0.034774
27813 13.108519 7.1908820 0.182509 0.228149 0.223669
27817 2.0002876 7.1898479 0.183478 0.113290 0.037770
27823 2.0002876 7.1882975 -0.054333 0.080825 0.039014
27831 6.0025882 7.1862312 0.118147 0.077188 0.003228
27847 2.0002873 7.1821022 -0.237805 0.217046 -0.211977
27849 6.0025865 7.1815864 0.173975 0.141881 -0.009638
27859 5.7885824 7.1790086 0.058366 0.067059 -0.030615
27867 28.084656 7.1769476 -0.162455 0.117302 -0.111396
27877 4.3185004 7.1743731 0.133223 0.122100 -0.031404
27883 2.0002870 7.1728293 -0.074522 0.055272 0.000180
27901 2.0002868 7.1682019 -0.005952 0.070008 -0.053136
27913 4.2239625 7.1651202 0.080192 0.161571 -0.097803
27919 2.0002866 7.1635804 -0.038633 0.176031 -0.151322
27937 27.318910 7.1589648 -0.040461 0.030656 -0.026349
27939 13.140035 7.1584523 -0.132888 0.074132 -0.019133
27943 2.0002863 7.1574276 0.058906 0.053073 0.024331
27949 5.0804817 7.1558911 -0.174491 0.117576 -0.050049
27957 6.0025765 7.1538434 -0.003301 0.042284 -0.031378
27961 2.0002862 7.1528200 -0.079967 0.202251 -0.183449
27967 2.0002861 7.1512854 -0.118420 0.084110 -0.042739
27993 70.890788 7.1446433 -0.091835 0.069330 -0.062858
27997 2.0002858 7.1436225 -0.113527 0.234631 -0.218588
28009 4.5086724 7.1405620 0.086065 0.168398 0.158693
28011 6.0025715 7.1400521 -0.095938 0.216945 -0.200984
28021 9.3426690 7.1375040 0.239799 0.199534 0.193120
28027 2.0002855 7.1359760 -0.069891 0.119739 -0.116331
28029 6.0025699 7.1354668 -0.065098 0.091469 -0.088820
28047 6.0025682 7.1308874 0.068851 0.153062 0.141758
28051 2.0002852 7.1298706 0.044229 0.092519 0.080696
28057 2.0002852 7.1283459 -0.056960 0.081610 -0.072784
28063 24.101342 7.1268218 -0.146375 0.111625 -0.104498
28069 2.0002851 7.1252984 0.016180 0.094094 -0.071217
28081 2.0002849 7.1222535 -0.081850 0.222575 -0.206207
28087 2.0002849 7.1207320 0.184876 0.131739 0.001277
28093 5.7884922 7.1192112 -0.114937 0.083778 -0.002645
28099 2.0002847 7.1176910 0.185925 0.125530 0.098643
28111 2.0002846 7.1146526 -0.187297 0.176845 -0.175605
28117 4.6129363 7.1131344 -0.048517 0.052234 0.007418
28119 84.157127 7.1126285 -0.041101 0.045569 -0.044181
28123 2.0002845 7.1116168 -0.167588 0.261292 -0.252289
28147 9.3426272 7.1055530 -0.106141 0.074929 -0.073137
28173 6.0025567 7.0989955 0.173055 0.192971 0.189934
28177 5.0803696 7.0979877 0.092198 0.184145 0.174797
28183 2.0002839 7.0964766 -0.211165 0.205255 -0.201196
28189 9.3426133 7.0949661 -0.085141 0.078441 -0.076631
28191 6.0025551 7.0944628 0.153635 0.193967 0.190113
28201 2.0002837 7.0919471 -0.054758 0.055380 0.003721
28207 4.2947737 7.0904385 -0.093775 0.171354 -0.157511
28209 6.0025535 7.0899358 -0.206565 0.187580 -0.183194
28219 2.0002835 7.0874234 -0.025356 0.096133 0.065673
28231 21.726599 7.0844108 -0.045112 0.062678 -0.060843
28243 4.3180063 7.0814007 0.011500 0.149334 0.129512
28263 6.0025486 7.0763896 -0.295777 0.293018 -0.288788
28279 2.0002829 7.0723859 -0.074736 0.141296 -0.137156
28291 5.0803143 7.0693860 -0.039135 0.152816 -0.130563
28297 2.0002828 7.0678871 -0.195018 0.249230 -0.243138
28299 6.0025453 7.0673875 -0.088208 0.060540 -0.007617
28309 2.0002826 7.0648910 -0.001918 0.119026 -0.105178
28317 6.0025437 7.0628951 -0.035090 0.072935 0.041443
28321 4.2055166 7.0618975 0.043378 0.045874 0.024403
28327 5.7884036 7.0604017 0.049319 0.092202 0.081114
28351 2.0002822 7.0544249 0.011673 0.108776 -0.091670
28353 17.429230 7.0539273 -0.008715 0.167242 -0.136660
28357 9.3425583 7.0529323 -0.208043 0.150511 -0.139283
28387 2.0002819 7.0454786 -0.040083 0.043864 0.003602
28389 6.0025373 7.0449822 -0.042414 0.170966 -0.151771
28393 2.0002818 7.0439897 -0.131911 0.147885 -0.144511
28399 9.3425446 7.0425015 0.012829 0.050456 0.047977
28411 2.0002816 7.0395269 0.012570 0.148288 0.129010
28417 4.1973339 7.0380406 -0.131580 0.229789 -0.221715
28423 4.4371073 7.0365549 0.086747 0.202925 -0.143308
28429 2.0002814 7.0350698 -0.020102 0.046667 0.027587
28443 15.322828 7.0316071 -0.141909 0.098080 -0.022833
28447 2.0002813 7.0306183 0.213142 0.144496 0.111036
28453 4.5082987 7.0291358 0.012051 0.094616 0.075473
28477 2.0002810 7.0232117 0.164193 0.110598 0.090098
28483 27.311998 7.0217323 0.077229 0.055116 0.046042
28489 4.6126695 7.0202534 -0.052532 0.049063 -0.042856
28513 2.0002806 7.0143443 -0.190728 0.121663 -0.066988
28531 4.2225922 7.0099190 0.018361 0.090486 -0.077640
28533 6.0025245 7.0094277 -0.035984 0.110840 -0.101475
28537 2.0002804 7.0084452 0.021924 0.055023 0.049210
28549 2.0002803 7.0054993 -0.234664 0.259953 -0.255667
28551 13.959663 7.0050086 -0.052840 0.088301 0.055717
28573 2.0002800 6.9996150 -0.194917 0.199149 -0.195856
28579 2.0002800 6.9981455 -0.136249 0.091276 -0.045793
28587 17.428441 6.9961871 -0.084300 0.113644 -0.111844
28591 2.0002798 6.9952083 -0.100262 0.181542 -0.171224
28597 2.0002798 6.9937406 0.054740 0.113381 0.104154
28603 2.0002797 6.9922735 0.065710 0.071799 -0.007157
28609 21.244964 6.9908071 0.008943 0.049236 -0.042793
28621 2.0002796 6.9878760 -0.178119 0.109724 -0.058853
28627 2.0002795 6.9864114 -0.215336 0.260519 -0.255016
28639 5.7882876 6.9834841 -0.088894 0.073940 0.014985
28641 6.0025149 6.9829964 -0.090622 0.198542 -0.180719
28651 9.3424635 6.9805591 -0.069696 0.077758 -0.073725
28657 2.0002792 6.9790976 -0.065862 0.138522 -0.133690
28663 2.0002791 6.9776367 -0.115995 0.072264 0.003895
28669 2.0002791 6.9761764 -0.091388 0.201028 -0.188045
28687 2.0002789 6.9717991 -0.059274 0.155295 -0.148496
28693 9.3424501 6.9703412 -0.037145 0.058099 -0.056686
28711 2.0002787 6.9659712 0.184170 0.119829 0.022253
28723 2.0002786 6.9630610 0.169083 0.203796 0.200096
28729 2.0002785 6.9616067 -0.208093 0.200913 -0.197893
28731 13.177847 6.9611221 -0.205342 0.272025 -0.265686
28753 2.0002783 6.9557959 0.012965 0.166836 -0.131519
28759 2.0002782 6.9543447 -0.088459 0.182900 -0.170884
28767 13.472427 6.9524107 0.067814 0.189607 -0.134452
28771 2.0002781 6.9514442 -0.044781 0.114558 -0.107269
28777 9.3424235 6.9499948 -0.117529 0.094890 -0.091610
28789 2.0002779 6.9470978 0.301649 0.321826 0.317204
28803 6.0025008 6.9437211 -0.054920 0.051329 -0.000051
28807 2.0002777 6.9427570 -0.095255 0.084787 0.000199
28813 2.0002777 6.9413112 -0.151134 0.162956 -0.162169
28821 17.427664 6.9393845 -0.004029 0.090426 0.072688
28837 2.0002775 6.9355342 0.027406 0.156404 -0.117013
28839 6.0024977 6.9350532 -0.025017 0.116734 -0.109022
28843 2.0002774 6.9340915 -0.075467 0.231667 -0.212398
28857 6.0024961 6.9307274 0.054899 0.113916 -0.067920
28867 2.0002772 6.9283265 0.056403 0.043071 0.013109
28873 5.7882023 6.9268867 -0.069574 0.076089 0.022036
28879 2.0002771 6.9254476 0.091799 0.125104 -0.067825
28893 6.0024930 6.9220919 0.011256 0.114108 -0.086335
28903 9.3423838 6.9196969 0.042693 0.039233 0.038564
28909 2.0002768 6.9182607 0.057534 0.065242 -0.011404
28921 2.0002767 6.9153902 -0.172262 0.263781 -0.254968
28927 2.0002766 6.9139558 -0.002079 0.187238 -0.152545
28929 6.0024899 6.9134778 -0.192734 0.114952 -0.060264
28933 2.0002765 6.9125220 0.123587 0.145620 0.142546
28939 4.4366257 6.9110888 -0.081781 0.110826 -0.107687
28947 6.0024883 6.9091788 -0.216702 0.130637 -0.073025
28981 4.2749567 6.9010731 -0.169403 0.191595 -0.188024
28983 6.0024852 6.9005969 -0.065090 0.129562 -0.116890
28993 4.2597612 6.8982168 0.051303 0.073306 -0.038094
29001 28.081336 6.8963139 -0.027799 0.051925 -0.049793
29011 4.2936323 6.8939368 0.093624 0.185832 -0.124552
29017 2.0002757 6.8925113 -0.064425 0.097806 0.046383
29023 2.0002757 6.8910864 -0.050561 0.057256 -0.052029
29037 6.0024806 6.8877639 0.112118 0.085617 -0.019467
29047 4.6122822 6.8853926 0.030187 0.152119 -0.115505
29059 2.0002753 6.8825493 -0.232520 0.132210 -0.073191
29071 9.3423315 6.8797083 0.046412 0.027570 0.013087
29077 2.0002752 6.8782887 -0.185462 0.197381 -0.193844
29083 4.2035050 6.8768696 -0.073468 0.055406 0.013826
29089 5.0799389 6.8754512 0.081565 0.160573 -0.105227
29091 6.0024760 6.8749785 0.151457 0.102607 0.034164
29101 2.0002749 6.8726161 0.101183 0.165728 0.157524
29107 5.7881183 6.8711994 -0.049730 0.103697 -0.099848
29109 13.956131 6.8707273 0.075471 0.187877 -0.130006
29113 9.3423185 6.8697833 0.136574 0.093344 0.086162
29119 4.5077596 6.8683677 -0.119804 0.129685 -0.127761
29127 75.045411 6.8664813 0.093495 0.091431 0.088635
29131 2.0002747 6.8655384 0.112712 0.127152 -0.049145
29137 2.0002746 6.8641247 -0.178086 0.248651 -0.241120
29143 4.1958032 6.8627115 -0.032051 0.066284 0.039521
29149 4.2212809 6.8612988 0.147116 0.091827 -0.000709
29163 6.0024699 6.8580050 0.005133 0.097042 -0.083759
29167 2.0002743 6.8570645 0.106805 0.115017 0.112169
29173 2.0002743 6.8556542 -0.280045 0.287852 -0.283077
